2.223764, 0.389516, -0.031948
2.222784, 0.389187, -0.032792
2.224790, 0.385217, -0.030662
2.221031, 0.386389, -0.031704
2.225866, 0.389249, -0.030837
2.230971, 0.391998, -0.032634
2.233964, 0.393114, -0.031802
2.237261, 0.390779, -0.034393
2.234162, 0.389562, -0.030660
2.226892, 0.391995, -0.031908
2.228122, 0.388410, -0.029920
2.212319, 0.390489, -0.031614
2.211200, 0.392395, -0.036342
2.221410, 0.391466, -0.032875
2.217752, 0.392708, -0.033105
2.226315, 0.390990, -0.031106
2.227060, 0.393399, -0.032576
2.227896, 0.393621, -0.033151
2.221684, 0.390655, -0.032221
2.219812, 0.392917, -0.033772
2.230541, 0.389419, -0.031422
2.223624, 0.387691, -0.030810
2.224884, 0.389887, -0.030238
2.227975, 0.387677, -0.031388
2.226342, 0.389554, -0.030923
2.226029, 0.389551, -0.032071
2.229788, 0.386784, -0.030695
2.227705, 0.388438, -0.031301
2.225843, 0.388054, -0.031700
2.232263, 0.387661, -0.030021
2.231176, 0.385467, -0.028243
2.238011, 0.385707, -0.029386
2.244197, 0.384230, -0.030896
2.242497, 0.385609, -0.031957
2.246784, 0.387874, -0.030061
2.254830, 0.388913, -0.030887
2.245879, 0.389726, -0.031478
2.242932, 0.389594, -0.030363
2.237522, 0.391200, -0.032043
2.240514, 0.390501, -0.031872
2.231965, 0.390403, -0.033262
2.235089, 0.390590, -0.031786
2.228427, 0.390118, -0.032501
2.234204, 0.390400, -0.031341
2.236643, 0.388548, -0.030827
2.239694, 0.389356, -0.036211
2.240120, 0.389865, -0.032525
2.241231, 0.389430, -0.031525
2.231781, 0.390972, -0.032739
2.242808, 0.390720, -0.032183
2.246017, 0.390613, -0.031568
2.245008, 0.388581, -0.031371
2.233707, 0.390615, -0.030134
2.249033, 0.388602, -0.032482
2.241884, 0.388765, -0.031900
2.229724, 0.388031, -0.029443
2.255424, 0.385201, -0.033175
2.269359, 0.377686, -0.031066
2.304841, 0.372929, -0.030360
2.345273, 0.371855, -0.029442
2.359879, 0.366077, -0.031598
2.363321, 0.364748, -0.015988
2.355338, 0.363520, -0.017669
2.386828, 0.363923, -0.017742
2.392457, 0.359512, -0.015635
2.405806, 0.360425, -0.017226
2.426272, 0.361698, -0.018513
2.466622, 0.367497, -0.037236
2.484505, 0.361318, -0.019349
2.488107, 0.358542, -0.016695
2.519583, 0.354869, -0.017418
2.553783, 0.350241, -0.014025
2.578023, 0.347755, -0.012541
2.650348, 0.349287, -0.014312
2.721507, 0.359238, -0.030437
2.828712, 0.365134, -0.039229
2.913552, 0.370894, -0.046677
2.959962, 0.375721, -0.048832
2.994029, 0.376996, -0.051707
3.028349, 0.375037, -0.051894
3.081428, 0.377539, -0.053106
3.140136, 0.374522, -0.051359
3.212972, 0.366525, -0.048846
3.249665, 0.367182, -0.048762
3.316969, 0.368319, -0.047938
3.380083, 0.360853, -0.022126
3.430688, 0.356406, -0.012861
3.536721, 0.367058, -0.031697
3.579410, 0.374094, -0.035110
3.630178, 0.376846, -0.034990
3.670966, 0.381458, -0.036441
3.723668, 0.382718, -0.039527
3.760359, 0.383855, -0.041859
3.817911, 0.367331, -0.046067
3.858757, 0.356263, -0.041290
3.900216, 0.348712, -0.020611
3.969269, 0.332120, -0.006719
4.071896, 0.330688, -0.001571
4.147132, 0.328058, 0.002827
4.297299, 0.340867, -0.018883
4.397688, 0.340522, -0.018803
4.545142, 0.334045, -0.018697
4.609222, 0.336905, -0.016901
4.796342, 0.321762, -0.016270
4.899247, 0.319505, -0.015568
4.975538, 0.320154, -0.008245
5.100419, 0.314883, -0.012731
5.206196, 0.308934, -0.009424
5.349306, 0.298147, -0.004736
5.416866, 0.290754, 0.000137
5.611131, 0.280251, 0.018538
5.726050, 0.289186, 0.030322
5.869524, 0.278871, 0.029552
6.121293, 0.263664, 0.030852
6.367804, 0.253508, 0.054175
6.520569, 0.261539, 0.061165
6.585052, 0.264698, 0.065786
6.692048, 0.279513, 0.064781
6.736854, 0.290811, 0.064017
6.773616, 0.300984, 0.062885
6.838298, 0.314197, 0.049437
6.900506, 0.323604, 0.050989
6.918315, 0.327571, 0.054051
7.005289, 0.338030, 0.061512
7.033506, 0.344660, 0.060528
7.099462, 0.358131, 0.049142
7.147045, 0.364636, 0.048671
7.173950, 0.366483, 0.053235
7.210465, 0.368786, 0.050882
7.265121, 0.357053, 0.032989
7.306001, 0.345028, 0.041508
7.357457, 0.340695, 0.040258
7.387054, 0.334142, 0.046132
7.446432, 0.328043, 0.046003
7.510181, 0.323235, 0.053544
7.581165, 0.320706, 0.065447
7.657744, 0.314524, 0.064854
7.693985, 0.319966, 0.050075
7.737395, 0.324520, 0.054001
7.802334, 0.328950, 0.059007
7.846559, 0.330413, 0.067065
7.938629, 0.334373, 0.082040
8.022610, 0.342171, 0.063544
8.166956, 0.341426, 0.059976
8.271032, 0.340621, 0.075697
8.378795, 0.348721, 0.069445
8.469178, 0.356234, 0.076917
8.575453, 0.356333, 0.064800
8.651814, 0.359890, 0.073130
8.738443, 0.373125, 0.067622
8.867359, 0.369959, 0.071348
8.968699, 0.373194, 0.089684
9.058057, 0.387714, 0.081432
9.107966, 0.396956, 0.087175
9.159315, 0.383714, 0.098692
9.174311, 0.397932, 0.108643
9.186365, 0.406396, 0.118252
9.188457, 0.413647, 0.113026
9.203055, 0.416281, 0.113693
9.230582, 0.404719, 0.115476
9.269893, 0.406949, 0.124368
9.371276, 0.422645, 0.142478
9.424299, 0.425362, 0.128954
9.470384, 0.433482, 0.134823
9.560591, 0.443327, 0.138111
9.659076, 0.451964, 0.108583
9.801630, 0.444888, 0.110696
9.929966, 0.457781, 0.138336
9.997985, 0.455623, 0.155071
10.118924, 0.470823, 0.225205
10.199641, 0.487129, 0.294824
10.227913, 0.498420, 0.331819
10.301028, 0.533293, 0.417394
10.337887, 0.570639, 0.452016
10.381075, 0.617387, 0.520112
10.431642, 0.659033, 0.577392
10.464053, 0.692580, 0.606531
10.490324, 0.736747, 0.669548
10.531301, 0.776713, 0.714146
10.560492, 0.831052, 0.785811
10.585168, 0.889649, 0.844464
10.618126, 0.959775, 0.899029
10.669567, 1.047706, 0.931820
10.703831, 1.125732, 0.941838
10.730069, 1.172161, 0.953656
10.751393, 1.217372, 0.960709
10.769725, 1.267355, 0.968245
10.784131, 1.312404, 0.971289
10.801645, 1.345229, 0.978802
10.830621, 1.390730, 0.997707
10.854336, 1.434098, 1.022861
10.864901, 1.457507, 1.060587
10.876467, 1.501143, 1.104230
10.893459, 1.583048, 1.207117
10.914671, 1.675387, 1.319720
10.909808, 1.725134, 1.383002
10.908675, 1.770879, 1.397775
10.914335, 1.819163, 1.422032
10.918256, 1.862040, 1.427671
10.931267, 1.912572, 1.438127
10.939855, 1.953955, 1.446993
10.943414, 1.995192, 1.450315
10.948326, 2.028573, 1.455558
10.951544, 2.079541, 1.463706
10.958304, 2.136369, 1.472353
10.957414, 2.167004, 1.475276
10.968507, 2.218394, 1.471258
10.977260, 2.267365, 1.473465
10.986859, 2.305572, 1.479146
10.991180, 2.345997, 1.482705
10.993825, 2.379507, 1.485585
10.992511, 2.418217, 1.487961
10.986470, 2.434665, 1.487600
10.987949, 2.469635, 1.490489
10.981135, 2.496633, 1.491269
10.976544, 2.522692, 1.491726
10.978015, 2.553293, 1.494842
10.991549, 2.584978, 1.487660
11.001480, 2.628434, 1.490952
11.002499, 2.691281, 1.495940
11.002705, 2.746384, 1.500183
11.013792, 2.828185, 1.495843
11.013917, 2.913007, 1.506606
11.018356, 2.949799, 1.516212
11.030307, 3.022543, 1.513118
11.029946, 3.097614, 1.513589
11.026336, 3.153596, 1.518424
11.038406, 3.214081, 1.515790
11.041043, 3.273915, 1.538426
11.025666, 3.290468, 1.568298
11.018454, 3.339985, 1.617690
11.012533, 3.368002, 1.637831
11.003742, 3.404977, 1.647504
10.993145, 3.439593, 1.658238
10.996156, 3.507591, 1.656452
10.988970, 3.570174, 1.667508
10.978909, 3.627622, 1.662762
10.966311, 3.684980, 1.666411
10.952819, 3.746101, 1.662010
10.939339, 3.822976, 1.670433
10.930835, 3.898217, 1.686492
10.918394, 3.917188, 1.685444
10.901894, 3.975959, 1.679523
10.888155, 4.033035, 1.683240
10.877631, 4.085431, 1.674833
10.866578, 4.134065, 1.681878
10.862435, 4.166488, 1.694304
10.852969, 4.207219, 1.679623
10.853122, 4.244968, 1.692139
10.850395, 4.310788, 1.693343
10.851246, 4.336520, 1.699219
10.840079, 4.378733, 1.689898
10.841712, 4.412243, 1.694861
10.832822, 4.460667, 1.685098
10.842516, 4.511539, 1.700691
10.838942, 4.560426, 1.689867
10.849658, 4.591907, 1.704208
10.835738, 4.625099, 1.691888
10.832770, 4.670424, 1.704264
10.823925, 4.726417, 1.697972
10.823597, 4.748586, 1.702819
10.810357, 4.800177, 1.689449
10.807564, 4.845056, 1.700567
10.788789, 4.901725, 1.697230
10.780617, 4.939133, 1.723248
10.792098, 4.960316, 1.765860
10.788837, 4.978984, 1.779826
10.779865, 4.998031, 1.792832
10.777657, 5.015717, 1.803173
10.775079, 5.037683, 1.809321
10.769882, 5.065050, 1.822704
10.767981, 5.070260, 1.824179
10.766000, 5.071225, 1.826847
10.773435, 5.063089, 1.851156
10.782565, 5.065862, 1.881202
10.775776, 5.072334, 1.898304
10.760913, 5.081653, 1.906125
10.720264, 5.128736, 1.985314
10.674555, 5.179998, 2.022832
10.648346, 5.211148, 2.083115
10.611889, 5.241286, 2.132305
10.576501, 5.283824, 2.221031
10.545692, 5.312533, 2.238330
10.523934, 5.331131, 2.251682
10.499667, 5.343865, 2.282979
10.485561, 5.358460, 2.306322
10.480191, 5.371368, 2.313342
10.459878, 5.381132, 2.327853
10.419418, 5.403816, 2.355946
10.402768, 5.414352, 2.396733
10.400065, 5.424774, 2.433364
10.326824, 5.455893, 2.509009
10.300936, 5.478674, 2.533755
10.282576, 5.488824, 2.548487
10.277682, 5.492720, 2.559256
10.260868, 5.480399, 2.599800
10.223518, 5.484343, 2.625650
10.215186, 5.485849, 2.684805
10.160065, 5.499683, 2.704263
10.107676, 5.513249, 2.769672
10.060868, 5.530830, 2.814141
9.989943, 5.525387, 2.885006
9.913432, 5.526354, 2.962048
9.880106, 5.521908, 2.985998
9.852097, 5.516494, 3.004240
9.838533, 5.515112, 3.013517
9.816428, 5.509307, 3.023946
9.772428, 5.506807, 3.053200
9.736751, 5.497563, 3.122093
9.669212, 5.478079, -3.080578
9.623602, 5.447869, -3.024244
9.602579, 5.435222, -2.991696
9.567663, 5.419756, -2.963972
9.538049, 5.400560, -2.926035
9.502740, 5.380600, -2.890161
9.487534, 5.356825, -2.853530
9.446286, 5.341825, -2.797758
9.413876, 5.314856, -2.738852
9.395672, 5.294112, -2.723464
9.382978, 5.284102, -2.710718
9.360965, 5.260167, -2.674302
9.341785, 5.234131, -2.645054
9.336251, 5.223055, -2.623480
9.328685, 5.202398, -2.594621
9.308078, 5.183282, -2.558367
9.298320, 5.156244, -2.528312
9.264553, 5.137607, -2.514206
9.217503, 5.116364, -2.482104
9.216209, 5.086110, -2.436551
9.220140, 5.065651, -2.424812
9.201601, 5.057406, -2.418184
9.186635, 5.047157, -2.406590
9.187220, 5.023524, -2.374133
9.184264, 5.005914, -2.348981
9.166099, 4.987227, -2.302756
9.147486, 4.963696, -2.275731
9.120718, 4.932772, -2.217873
9.098060, 4.896797, -2.165489
9.068399, 4.857546, -2.133208
9.062154, 4.820512, -2.092632
9.057493, 4.796468, -2.067061
9.037353, 4.757526, -2.024687
9.019899, 4.736392, -2.005694
9.024317, 4.705216, -1.946451
9.019602, 4.671035, -1.940081
9.024595, 4.637956, -1.907138
9.023520, 4.609626, -1.866493
8.982818, 4.460325, -1.805110
8.959684, 4.387634, -1.812341
8.940667, 4.334153, -1.827458
8.921376, 4.308045, -1.828702
8.910797, 4.282135, -1.853587
8.901843, 4.246221, -1.849466
8.899233, 4.229343, -1.854627
8.889498, 4.210001, -1.851760
8.888072, 4.185779, -1.859554
8.876309, 4.159400, -1.858174
8.856016, 4.131338, -1.857746
8.841412, 4.101491, -1.861107
8.829262, 4.080491, -1.860550
8.798668, 4.026370, -1.879463
8.795261, 3.977269, -1.858697
8.784194, 3.912614, -1.871781
8.772414, 3.863851, -1.876423
8.751420, 3.794921, -1.903780
8.734203, 3.738751, -1.920192
8.716507, 3.674624, -1.969167
8.679949, 3.590980, -2.009892
8.655750, 3.541610, -2.023332
8.643060, 3.521412, -2.025543
8.632901, 3.488917, -2.033549
8.605851, 3.449015, -2.059970
8.600859, 3.427843, -2.072091
8.595523, 3.405767, -2.089715
8.597825, 3.397190, -2.089855
8.551863, 3.362387, -2.107993
8.537779, 3.343579, -2.110770
8.512143, 3.312147, -2.105751
8.500562, 3.287767, -2.097622
8.454358, 3.231156, -2.114891
8.434956, 3.202649, -2.113199
8.432285, 3.166183, -2.102587
8.416502, 3.136754, -2.108143
8.370384, 3.095149, -2.139099
8.349352, 3.050686, -2.186471
8.321284, 3.006357, -2.247499
8.288877, 2.961300, -2.323814
8.223925, 2.923875, -2.410166
8.191374, 2.917220, -2.455025
8.156720, 2.890222, -2.477133
8.138584, 2.895736, -2.513726
8.086186, 2.870712, -2.527047
8.055460, 2.847252, -2.525766
8.032258, 2.837987, -2.524777
8.026226, 2.827949, -2.523603
7.978011, 2.791461, -2.534310
7.938437, 2.778116, -2.534555
7.911016, 2.773974, -2.534114
7.884236, 2.751389, -2.535136
7.878075, 2.746110, -2.532072
7.807144, 2.689155, -2.544589
7.759224, 2.673000, -2.537518
7.725875, 2.653812, -2.541852
7.686222, 2.623953, -2.549424
7.638337, 2.604922, -2.590328
7.569695, 2.561901, -2.678648
7.524118, 2.548909, -2.703544
7.499053, 2.533121, -2.705666
7.427850, 2.498964, -2.713093
7.377267, 2.476531, -2.714378
7.352631, 2.459864, -2.714100
7.334641, 2.449435, -2.713079
7.288896, 2.439381, -2.707161
7.230858, 2.423114, -2.707767
7.179785, 2.402349, -2.721074
7.119930, 2.388664, -2.709933
7.063586, 2.370380, -2.766644
6.999840, 2.364592, -2.805858
7.002592, 2.371764, -2.811076
6.975848, 2.372633, -2.808761
6.942071, 2.365291, -2.811200
6.918232, 2.351522, -2.811286
6.905503, 2.340467, -2.812347
6.844400, 2.317857, -2.815936
6.753831, 2.290082, -2.817975
6.733148, 2.276551, -2.823131
6.665039, 2.261335, -2.887691
6.636229, 2.250457, -2.906201
6.560278, 2.232484, -2.926679
6.552693, 2.232754, -2.925153
6.508652, 2.226473, -2.932954
6.478112, 2.218515, -2.933832
6.467446, 2.211559, -2.940703
6.422149, 2.200722, -2.970104
6.369734, 2.196256, -2.988257
6.357165, 2.198367, -2.999491
6.307906, 2.196880, -3.029772
6.294449, 2.194910, -3.027921
6.246960, 2.189591, -3.037771
6.216284, 2.185911, -3.036422
6.165857, 2.180144, -3.041346
6.045583, 2.176957, -3.037924
5.870956, 2.167182, -3.073205
5.813346, 2.168687, -3.097615
5.752032, 2.170429, -3.111819
5.705447, 2.173040, -3.106663
5.634642, 2.176288, -3.113171
5.583688, 2.182165, -3.104119
5.501384, 2.179949, -3.109698
5.432514, 2.188626, -3.100951
5.355981, 2.187062, -3.115001
5.276474, 2.191340, -3.093738
5.214420, 2.200326, -3.089647
